user_id,views,clicks,add_to_cart,purchases,total_spend,avg_order_value,last_event_timestamp
user_694,3,2,0,0,0.0,0.0,2026-03-30T03:08:56.060-07:00
user_303,1,0,0,0,0.0,0.0,2026-03-20T12:00:56.060-07:00
user_379,1,0,1,0,0.0,0.0,2026-03-29T03:06:56.060-07:00
user_264,0,0,0,1,134.23,134.23,2026-03-23T21:22:56.060-07:00
user_378,2,0,0,0,0.0,0.0,2026-03-29T07:47:56.060-07:00
user_557,4,0,0,0,0.0,0.0,2026-03-27T18:33:56.060-07:00
user_679,3,0,0,0,0.0,0.0,2026-03-29T16:41:56.060-07:00
user_224,1,1,0,0,0.0,0.0,2026-03-31T00:41:56.060-07:00
user_708,1,0,0,0,0.0,0.0,2026-03-25T21:54:56.060-07:00
user_958,2,0,0,0,0.0,0.0,2026-03-27T23:22:56.060-07:00
user_498,5,0,0,0,0.0,0.0,2026-03-29T11:08:56.060-07:00
user_56,6,0,0,1,109.51,109.51,2026-03-24T06:32:56.060-07:00
user_771,4,0,0,0,0.0,0.0,2026-03-26T05:12:56.060-07:00
user_68,3,1,1,1,53.34,53.34,2026-03-24T19:33:56.060-07:00
user_366,1,1,1,0,0.0,0.0,2026-03-17T17:40:56.060-07:00
user_528,1,0,0,0,0.0,0.0,2026-03-16T16:13:56.060-07:00
user_22,0,1,0,0,0.0,0.0,2026-03-18T22:37:56.060-07:00
user_746,3,1,0,0,0.0,0.0,2026-03-20T02:18:56.060-07:00
user_978,0,1,1,0,0.0,0.0,2026-03-31T11:01:56.060-07:00
user_203,1,2,0,0,0.0,0.0,2026-03-29T03:58:56.060-07:00
user_781,2,2,0,0,0.0,0.0,2026-03-28T20:47:56.060-07:00
user_852,3,0,0,0,0.0,0.0,2026-03-12T12:06:56.060-07:00
user_732,0,1,0,0,0.0,0.0,2026-03-31T14:12:56.060-07:00
user_86,1,0,1,0,0.0,0.0,2026-03-29T03:06:56.060-07:00
user_693,0,0,1,1,346.26,346.26,2026-03-31T05:21:56.060-07:00
user_157,4,0,0,0,0.0,0.0,2026-03-30T07:42:56.060-07:00
user_363,2,2,0,0,0.0,0.0,2026-03-22T23:35:56.060-07:00
user_994,4,1,1,0,0.0,0.0,2026-03-30T06:49:56.060-07:00
user_65,0,2,0,0,0.0,0.0,2026-03-28T09:38:56.060-07:00
user_580,2,1,0,0,0.0,0.0,2026-03-25T18:53:56.060-07:00
user_172,1,0,0,0,0.0,0.0,2026-03-17T08:17:56.060-07:00
user_608,1,2,0,0,0.0,0.0,2026-03-27T20:06:56.060-07:00
user_115,1,0,0,0,0.0,0.0,2026-03-08T11:36:56.060-07:00
user_289,0,2,0,0,0.0,0.0,2026-03-20T03:04:56.060-07:00
user_797,0,2,0,0,0.0,0.0,2026-03-15T21:44:56.060-07:00
user_47,2,3,0,0,0.0,0.0,2026-03-20T16:39:56.060-07:00
user_516,4,0,0,0,0.0,0.0,2026-03-29T17:51:56.060-07:00
user_503,1,2,0,0,0.0,0.0,2026-03-21T22:29:56.060-07:00
user_653,1,0,0,0,0.0,0.0,2026-03-05T03:44:56.060-08:00
user_553,0,0,2,0,0.0,0.0,2026-03-31T07:08:56.060-07:00
user_66,1,0,0,0,0.0,0.0,2026-03-21T08:21:56.060-07:00
user_452,0,0,1,0,0.0,0.0,2026-03-14T13:46:56.060-07:00
user_426,1,2,1,0,0.0,0.0,2026-03-20T01:23:56.060-07:00
user_21,2,0,0,0,0.0,0.0,2026-03-08T16:26:56.060-07:00
user_193,6,0,0,0,0.0,0.0,2026-03-20T02:36:56.060-07:00
user_430,6,0,0,0,0.0,0.0,2026-03-18T16:39:56.060-07:00
user_481,1,1,0,0,0.0,0.0,2026-03-31T07:30:56.060-07:00
user_890,2,0,0,0,0.0,0.0,2026-03-09T23:19:56.060-07:00
user_19,1,0,0,0,0.0,0.0,2026-03-28T09:00:56.060-07:00
user_209,1,0,0,0,0.0,0.0,2026-03-30T17:39:56.060-07:00
user_545,2,1,0,0,0.0,0.0,2026-03-20T11:17:56.060-07:00
user_636,3,0,0,0,0.0,0.0,2026-03-27T11:45:56.060-07:00
user_473,4,0,0,0,0.0,0.0,2026-03-09T09:29:56.060-07:00
user_572,1,2,0,0,0.0,0.0,2026-03-27T22:00:56.060-07:00
user_720,1,0,0,1,172.35,172.35,2026-03-19T16:38:56.060-07:00
user_800,2,3,1,0,0.0,0.0,2026-03-28T01:56:56.060-07:00
user_232,1,2,1,0,0.0,0.0,2026-03-22T00:07:56.060-07:00
user_739,3,0,3,0,0.0,0.0,2026-03-28T07:21:56.060-07:00
user_368,2,1,0,0,0.0,0.0,2026-03-23T10:34:56.060-07:00
user_932,0,1,0,0,0.0,0.0,2026-03-14T02:56:56.060-07:00
user_928,0,0,1,1,485.37,485.37,2026-03-28T01:27:56.060-07:00
user_31,3,0,0,0,0.0,0.0,2026-03-11T16:48:56.060-07:00
user_906,2,0,1,2,546.6,273.3,2026-03-24T04:34:56.060-07:00
user_112,1,0,1,0,0.0,0.0,2026-03-28T21:26:56.060-07:00
user_575,4,0,0,0,0.0,0.0,2026-03-31T07:50:56.060-07:00
user_415,1,3,0,0,0.0,0.0,2026-03-27T01:14:56.060-07:00
user_159,1,3,0,1,423.77,423.77,2026-03-31T13:20:56.060-07:00
user_476,3,0,0,0,0.0,0.0,2026-03-28T16:17:56.060-07:00
user_842,1,1,0,0,0.0,0.0,2026-03-24T07:42:56.060-07:00
user_931,4,0,0,0,0.0,0.0,2026-03-10T03:56:56.060-07:00
user_782,4,0,1,0,0.0,0.0,2026-03-30T22:54:56.060-07:00
user_119,2,1,0,0,0.0,0.0,2026-03-21T23:18:56.060-07:00
user_18,1,0,0,0,0.0,0.0,2026-03-02T03:41:56.060-08:00
user_522,1,0,0,0,0.0,0.0,2026-03-24T01:02:56.060-07:00
user_351,0,0,1,0,0.0,0.0,2026-03-17T20:58:56.060-07:00
user_131,1,1,0,0,0.0,0.0,2026-03-27T15:08:56.060-07:00
user_555,2,1,0,1,179.88,179.88,2026-03-28T14:08:56.060-07:00
user_121,4,0,0,0,0.0,0.0,2026-03-23T16:44:56.060-07:00
user_477,1,0,1,0,0.0,0.0,2026-03-05T15:44:56.060-08:00
user_967,1,1,0,0,0.0,0.0,2026-03-29T01:19:56.060-07:00
user_714,3,0,0,0,0.0,0.0,2026-03-30T15:21:56.060-07:00
user_508,2,0,0,2,512.24,256.12,2026-03-17T10:11:56.060-07:00
user_698,1,2,0,0,0.0,0.0,2026-03-30T08:12:56.060-07:00
user_463,1,1,1,0,0.0,0.0,2026-03-24T12:51:56.060-07:00
user_502,0,1,0,0,0.0,0.0,2026-03-30T20:04:56.060-07:00
user_683,2,0,0,0,0.0,0.0,2026-03-31T16:46:56.060-07:00
user_581,1,2,0,0,0.0,0.0,2026-03-26T17:29:56.060-07:00
user_728,1,0,0,0,0.0,0.0,2026-03-21T10:52:56.060-07:00
user_152,3,1,0,1,274.53,274.53,2026-03-22T03:48:56.060-07:00
user_276,0,2,0,0,0.0,0.0,2026-03-26T14:33:56.060-07:00
user_678,1,0,0,0,0.0,0.0,2026-03-24T01:29:56.060-07:00
user_199,1,2,0,0,0.0,0.0,2026-03-30T19:40:56.060-07:00
user_457,1,1,0,0,0.0,0.0,2026-03-30T06:15:56.060-07:00
user_863,2,1,0,0,0.0,0.0,2026-03-26T06:16:56.060-07:00
user_741,0,0,1,0,0.0,0.0,2026-03-19T12:23:56.060-07:00
user_132,1,0,0,0,0.0,0.0,2026-03-04T17:03:56.060-08:00
user_511,0,2,0,0,0.0,0.0,2026-03-15T00:47:56.060-07:00
user_995,1,0,0,0,0.0,0.0,2026-03-03T21:41:56.060-08:00
user_770,1,1,0,0,0.0,0.0,2026-03-24T22:08:56.060-07:00
user_705,4,0,0,0,0.0,0.0,2026-03-23T11:05:56.060-07:00
user_160,2,0,2,0,0.0,0.0,2026-03-29T20:50:56.060-07:00
user_521,1,1,0,0,0.0,0.0,2026-03-23T21:43:56.060-07:00
user_996,3,1,0,0,0.0,0.0,2026-03-30T23:36:56.060-07:00
user_889,3,1,0,1,109.48,109.48,2026-03-29T07:27:56.060-07:00
user_392,1,3,0,0,0.0,0.0,2026-03-20T23:34:56.060-07:00
user_304,0,0,0,1,34.54,34.54,2026-03-22T21:06:56.060-07:00
user_302,1,0,3,0,0.0,0.0,2026-03-25T02:06:56.060-07:00
user_407,2,0,0,0,0.0,0.0,2026-03-05T12:55:56.060-08:00
user_335,2,0,0,0,0.0,0.0,2026-03-29T10:15:56.060-07:00
user_156,0,1,0,0,0.0,0.0,2026-03-25T20:31:56.060-07:00
user_563,2,0,0,0,0.0,0.0,2026-03-13T19:30:56.060-07:00
user_535,1,1,0,0,0.0,0.0,2026-03-12T16:42:56.060-07:00
user_970,2,1,2,0,0.0,0.0,2026-03-25T16:57:56.060-07:00
user_909,5,0,2,0,0.0,0.0,2026-03-31T05:43:56.060-07:00
user_125,2,0,1,1,60.34,60.34,2026-03-29T20:59:56.060-07:00
user_737,4,0,0,1,211.29,211.29,2026-03-25T16:11:56.060-07:00
user_622,3,0,0,0,0.0,0.0,2026-03-14T12:30:56.060-07:00
user_376,1,0,0,0,0.0,0.0,2026-03-31T08:33:56.060-07:00
user_731,1,0,0,1,486.6,486.6,2026-03-31T07:04:56.060-07:00
user_388,0,0,0,2,307.32,153.66,2026-03-26T20:58:56.060-07:00
user_236,4,0,1,0,0.0,0.0,2026-03-19T07:01:56.060-07:00
user_830,1,0,0,0,0.0,0.0,2026-03-06T23:42:56.060-08:00
user_455,1,0,1,1,75.79,75.79,2026-03-22T03:26:56.060-07:00
user_733,2,1,0,0,0.0,0.0,2026-03-31T03:35:56.060-07:00
user_75,1,0,0,0,0.0,0.0,2026-03-29T12:17:56.060-07:00
user_390,4,3,3,0,0.0,0.0,2026-03-30T12:32:56.060-07:00
user_820,0,2,2,0,0.0,0.0,2026-03-31T06:42:56.060-07:00
user_839,0,1,0,2,681.48,340.74,2026-03-29T16:11:56.060-07:00
user_128,2,0,0,0,0.0,0.0,2026-03-21T15:16:56.060-07:00
user_671,3,0,0,0,0.0,0.0,2026-03-22T12:18:56.060-07:00
user_742,2,0,1,0,0.0,0.0,2026-03-22T05:27:56.060-07:00
user_13,0,1,1,0,0.0,0.0,2026-03-31T12:26:56.060-07:00
user_566,2,0,0,0,0.0,0.0,2026-03-25T11:26:56.060-07:00
user_323,4,1,3,0,0.0,0.0,2026-03-31T13:54:56.060-07:00
user_39,2,1,0,0,0.0,0.0,2026-03-27T23:27:56.060-07:00
user_992,9,1,0,0,0.0,0.0,2026-03-30T14:01:56.060-07:00
user_784,0,1,2,0,0.0,0.0,2026-03-20T14:14:56.060-07:00
user_429,1,0,0,0,0.0,0.0,2026-03-20T13:03:56.060-07:00
user_650,2,1,0,0,0.0,0.0,2026-03-31T07:47:56.060-07:00
user_266,0,2,0,1,200.25,200.25,2026-03-27T22:12:56.060-07:00
user_51,2,0,0,0,0.0,0.0,2026-03-11T19:05:56.060-07:00
user_500,1,1,0,0,0.0,0.0,2026-03-06T17:28:56.060-08:00
user_701,2,0,0,1,133.51,133.51,2026-03-20T06:18:56.060-07:00
user_450,2,0,1,0,0.0,0.0,2026-03-27T03:58:56.060-07:00
user_95,1,1,0,0,0.0,0.0,2026-03-28T01:32:56.060-07:00
user_658,1,0,0,0,0.0,0.0,2026-03-12T14:01:56.060-07:00
user_7,1,0,0,1,347.01,347.01,2026-03-30T03:12:56.060-07:00
user_682,0,1,0,0,0.0,0.0,2026-03-07T08:27:56.060-08:00
user_225,0,1,0,1,448.58,448.58,2026-03-14T11:29:56.060-07:00
user_997,1,0,0,0,0.0,0.0,2026-03-29T03:15:56.060-07:00
user_451,7,0,0,0,0.0,0.0,2026-03-30T18:24:56.060-07:00
user_355,2,0,0,0,0.0,0.0,2026-03-30T22:35:56.060-07:00
user_282,1,0,0,0,0.0,0.0,2026-03-14T19:08:56.060-07:00
user_277,2,1,0,0,0.0,0.0,2026-03-29T15:00:56.060-07:00
user_920,2,0,1,1,432.38,432.38,2026-03-20T18:19:56.060-07:00
user_644,2,0,0,0,0.0,0.0,2026-03-28T18:01:56.060-07:00
user_645,2,1,1,0,0.0,0.0,2026-03-28T01:29:56.060-07:00
user_179,1,0,0,0,0.0,0.0,2026-03-08T15:04:56.060-07:00
user_625,2,1,0,0,0.0,0.0,2026-03-27T08:22:56.060-07:00
user_832,2,0,0,0,0.0,0.0,2026-03-20T03:49:56.060-07:00
user_347,2,2,0,0,0.0,0.0,2026-03-29T16:40:56.060-07:00
user_649,5,0,1,0,0.0,0.0,2026-03-28T13:08:56.060-07:00
user_175,5,2,0,0,0.0,0.0,2026-03-29T08:59:56.060-07:00
user_834,2,0,0,0,0.0,0.0,2026-03-25T18:19:56.060-07:00
user_204,2,0,0,1,34.39,34.39,2026-03-09T10:19:56.060-07:00
user_382,4,3,0,0,0.0,0.0,2026-03-31T15:57:56.060-07:00
user_793,2,1,0,0,0.0,0.0,2026-03-29T18:24:56.060-07:00
user_505,3,0,0,0,0.0,0.0,2026-03-29T11:38:56.060-07:00
user_81,2,0,0,0,0.0,0.0,2026-03-24T04:07:56.060-07:00
user_596,0,1,0,0,0.0,0.0,2026-03-30T07:39:56.060-07:00
user_947,1,1,0,0,0.0,0.0,2026-03-07T19:11:56.060-08:00
user_195,2,0,0,0,0.0,0.0,2026-03-13T03:45:56.060-07:00
user_488,3,3,1,0,0.0,0.0,2026-03-29T01:09:56.060-07:00
user_384,2,0,1,2,602.27,301.135,2026-03-30T11:32:56.060-07:00
user_823,1,1,0,0,0.0,0.0,2026-03-23T02:48:56.060-07:00
user_233,1,0,0,0,0.0,0.0,2026-03-07T10:54:56.060-08:00
user_5,0,0,0,1,98.48,98.48,2026-03-27T17:27:56.060-07:00
user_9,3,0,0,0,0.0,0.0,2026-03-21T08:41:56.060-07:00
user_356,0,2,0,0,0.0,0.0,2026-03-21T05:54:56.060-07:00
user_568,3,0,1,0,0.0,0.0,2026-03-26T07:09:56.060-07:00
user_265,3,0,0,0,0.0,0.0,2026-03-24T23:47:56.060-07:00
user_569,2,1,0,0,0.0,0.0,2026-03-08T05:32:56.060-07:00
user_703,1,0,0,0,0.0,0.0,2026-03-17T03:38:56.060-07:00
user_108,0,1,0,0,0.0,0.0,2026-03-19T05:31:56.060-07:00
user_886,0,1,0,0,0.0,0.0,2026-03-31T04:49:56.060-07:00
user_765,1,0,0,0,0.0,0.0,2026-03-28T03:14:56.060-07:00
user_775,2,0,0,0,0.0,0.0,2026-03-18T12:12:56.060-07:00
user_83,3,1,1,0,0.0,0.0,2026-03-31T07:51:56.060-07:00
user_247,5,0,1,0,0.0,0.0,2026-03-29T22:57:56.060-07:00
user_71,0,1,1,0,0.0,0.0,2026-03-26T18:18:56.060-07:00
user_281,1,1,0,0,0.0,0.0,2026-03-17T08:29:56.060-07:00
user_676,1,1,2,0,0.0,0.0,2026-03-31T11:17:56.060-07:00
user_956,1,1,0,0,0.0,0.0,2026-03-25T12:07:56.060-07:00
user_480,0,2,0,1,145.68,145.68,2026-03-22T14:38:56.060-07:00
user_788,1,3,0,0,0.0,0.0,2026-03-27T02:25:56.060-07:00
user_471,1,0,0,0,0.0,0.0,2026-03-28T07:30:56.060-07:00
user_309,2,4,0,0,0.0,0.0,2026-03-29T01:48:56.060-07:00
user_103,3,0,0,0,0.0,0.0,2026-03-15T05:34:56.060-07:00
user_271,1,0,0,0,0.0,0.0,2026-03-15T05:34:56.060-07:00
user_614,2,0,2,0,0.0,0.0,2026-03-30T03:34:56.060-07:00
user_518,1,1,1,0,0.0,0.0,2026-03-30T16:02:56.060-07:00
user_64,2,1,1,0,0.0,0.0,2026-03-26T17:31:56.060-07:00
user_288,4,0,0,0,0.0,0.0,2026-03-20T18:38:56.060-07:00
user_394,4,2,0,1,112.04,112.04,2026-03-28T04:34:56.060-07:00
user_725,3,0,1,1,130.5,130.5,2026-03-27T18:46:56.060-07:00
user_326,2,1,1,0,0.0,0.0,2026-03-29T06:54:56.060-07:00
user_401,3,1,0,0,0.0,0.0,2026-03-29T19:07:56.060-07:00
user_843,3,0,0,0,0.0,0.0,2026-03-27T06:39:56.060-07:00
user_743,0,1,0,0,0.0,0.0,2026-03-14T11:14:56.060-07:00
user_669,2,0,0,0,0.0,0.0,2026-03-15T06:19:56.060-07:00
user_704,3,0,0,0,0.0,0.0,2026-03-13T18:20:56.060-07:00
user_939,2,2,0,1,163.51,163.51,2026-03-18T22:12:56.060-07:00
user_727,3,0,0,0,0.0,0.0,2026-03-23T08:35:56.060-07:00
user_297,4,0,0,0,0.0,0.0,2026-03-30T17:39:56.060-07:00
user_648,0,1,0,0,0.0,0.0,2026-03-18T20:50:56.060-07:00
user_45,3,3,1,0,0.0,0.0,2026-03-31T02:21:56.060-07:00
user_670,5,1,0,0,0.0,0.0,2026-03-30T06:00:56.060-07:00
user_845,1,0,2,0,0.0,0.0,2026-03-31T16:20:56.060-07:00
user_837,2,2,0,0,0.0,0.0,2026-03-22T10:23:56.060-07:00
user_123,1,0,0,0,0.0,0.0,2026-03-04T03:31:56.060-08:00
user_135,1,0,0,0,0.0,0.0,2026-03-02T17:56:56.060-08:00
user_617,1,0,0,0,0.0,0.0,2026-03-09T02:19:56.060-07:00
user_907,2,0,0,0,0.0,0.0,2026-03-21T16:23:56.060-07:00
user_921,2,0,0,0,0.0,0.0,2026-03-25T00:47:56.060-07:00
user_824,0,0,1,0,0.0,0.0,2026-03-27T21:03:56.060-07:00
user_638,0,0,1,0,0.0,0.0,2026-03-15T15:29:56.060-07:00
user_702,4,1,0,0,0.0,0.0,2026-03-23T12:41:56.060-07:00
user_812,5,1,0,1,86.22,86.22,2026-03-31T00:46:56.060-07:00
user_607,4,3,0,0,0.0,0.0,2026-03-30T07:06:56.060-07:00
user_93,3,2,0,0,0.0,0.0,2026-03-25T00:55:56.060-07:00
user_840,1,1,1,0,0.0,0.0,2026-03-26T09:34:56.060-07:00
user_961,1,1,0,0,0.0,0.0,2026-03-26T14:49:56.060-07:00
user_144,3,1,1,0,0.0,0.0,2026-03-31T17:11:56.060-07:00
user_851,0,0,2,0,0.0,0.0,2026-03-13T10:40:56.060-07:00
user_806,1,0,1,0,0.0,0.0,2026-03-26T23:16:56.060-07:00
user_610,1,1,0,0,0.0,0.0,2026-03-27T08:02:56.060-07:00
user_883,3,1,0,0,0.0,0.0,2026-03-18T18:47:56.060-07:00
user_592,4,0,0,0,0.0,0.0,2026-03-15T22:56:56.060-07:00
user_454,2,0,0,0,0.0,0.0,2026-03-21T01:08:56.060-07:00
user_106,3,2,0,0,0.0,0.0,2026-03-27T05:32:56.060-07:00
user_808,2,0,1,0,0.0,0.0,2026-03-28T13:11:56.060-07:00
user_174,0,1,0,0,0.0,0.0,2026-03-29T19:04:56.060-07:00
user_982,2,0,0,0,0.0,0.0,2026-03-09T09:22:56.060-07:00
user_904,0,1,0,0,0.0,0.0,2026-03-25T13:49:56.060-07:00
user_218,2,1,0,0,0.0,0.0,2026-03-23T05:36:56.060-07:00
user_517,1,0,1,0,0.0,0.0,2026-03-26T18:35:56.060-07:00
user_453,1,1,0,0,0.0,0.0,2026-03-29T02:41:56.060-07:00
user_954,2,0,1,0,0.0,0.0,2026-03-31T17:04:56.060-07:00
user_795,3,0,0,0,0.0,0.0,2026-03-19T01:47:56.060-07:00
user_1000,1,1,0,0,0.0,0.0,2026-03-16T09:36:56.060-07:00
user_127,1,1,0,0,0.0,0.0,2026-03-25T17:03:56.060-07:00
user_462,7,1,0,1,491.37,491.37,2026-03-30T14:49:56.060-07:00
user_483,3,1,0,0,0.0,0.0,2026-03-21T13:32:56.060-07:00
user_626,0,0,0,2,466.3,233.15,2026-03-05T01:32:56.060-08:00
user_253,1,0,0,0,0.0,0.0,2026-03-27T03:34:56.060-07:00
user_339,1,1,0,0,0.0,0.0,2026-03-21T03:42:56.060-07:00
user_239,1,0,0,1,381.88,381.88,2026-03-29T19:13:56.060-07:00
user_331,1,0,0,0,0.0,0.0,2026-03-05T23:51:56.060-08:00
user_479,1,1,0,1,74.62,74.62,2026-03-16T19:41:56.060-07:00
user_164,1,0,0,0,0.0,0.0,2026-03-25T04:13:56.060-07:00
user_536,1,0,0,1,91.81,91.81,2026-03-20T20:31:56.060-07:00
user_48,2,1,0,0,0.0,0.0,2026-03-25T10:36:56.060-07:00
user_604,2,1,0,0,0.0,0.0,2026-03-29T06:30:56.060-07:00
user_573,2,3,0,0,0.0,0.0,2026-03-20T23:00:56.060-07:00
user_148,4,1,1,0,0.0,0.0,2026-03-31T13:11:56.060-07:00
user_421,1,0,0,0,0.0,0.0,2026-03-12T13:26:56.060-07:00
user_862,0,2,0,0,0.0,0.0,2026-03-13T14:17:56.060-07:00
user_46,6,2,0,0,0.0,0.0,2026-03-28T19:07:56.060-07:00
user_259,2,0,0,0,0.0,0.0,2026-03-31T15:08:56.060-07:00
user_901,0,1,2,0,0.0,0.0,2026-03-22T16:39:56.060-07:00
user_1,1,1,0,0,0.0,0.0,2026-03-19T12:30:56.060-07:00
user_188,2,2,1,0,0.0,0.0,2026-03-27T15:04:56.060-07:00
user_673,1,1,1,0,0.0,0.0,2026-03-21T23:29:56.060-07:00
user_260,1,1,0,1,153.8,153.8,2026-03-23T00:02:56.060-07:00
user_629,2,0,0,0,0.0,0.0,2026-03-26T14:54:56.060-07:00
user_10,2,4,0,0,0.0,0.0,2026-03-28T04:41:56.060-07:00
user_905,1,1,0,0,0.0,0.0,2026-03-19T08:11:56.060-07:00
user_427,4,0,0,0,0.0,0.0,2026-03-28T21:07:56.060-07:00
user_780,2,2,0,0,0.0,0.0,2026-03-27T08:09:56.060-07:00
user_979,3,0,0,0,0.0,0.0,2026-03-23T07:28:56.060-07:00
user_130,1,1,0,0,0.0,0.0,2026-03-26T08:41:56.060-07:00
user_158,3,1,1,0,0.0,0.0,2026-03-30T14:23:56.060-07:00
user_759,1,0,0,0,0.0,0.0,2026-03-21T08:27:56.060-07:00
user_252,1,0,0,0,0.0,0.0,2026-03-26T19:26:56.060-07:00
user_102,1,0,0,1,427.14,427.14,2026-03-24T16:42:56.060-07:00
user_28,1,0,0,0,0.0,0.0,2026-03-10T19:21:56.060-07:00
user_726,4,1,0,0,0.0,0.0,2026-03-24T18:34:56.060-07:00
user_184,2,1,0,0,0.0,0.0,2026-03-21T09:56:56.060-07:00
user_631,1,0,0,1,171.02,171.02,2026-03-20T19:19:56.060-07:00
user_761,1,1,0,0,0.0,0.0,2026-03-20T08:58:56.060-07:00
user_867,2,0,0,0,0.0,0.0,2026-03-13T21:33:56.060-07:00
user_898,0,0,1,0,0.0,0.0,2026-03-24T17:11:56.060-07:00
user_373,1,0,0,0,0.0,0.0,2026-03-19T23:55:56.060-07:00
user_12,6,1,2,0,0.0,0.0,2026-03-31T06:12:56.060-07:00
user_213,1,1,2,0,0.0,0.0,2026-03-23T07:26:56.060-07:00
user_510,3,0,1,0,0.0,0.0,2026-03-26T13:54:56.060-07:00
