user_id,views,clicks,add_to_cart,purchases,total_spend,avg_order_value,last_event_timestamp
user_779,0,1,0,0,0.0,0.0,2026-03-07T11:21:56.060-08:00
user_322,1,0,0,0,0.0,0.0,2026-03-04T00:46:56.060-08:00
user_228,0,0,1,0,0.0,0.0,2026-03-22T16:46:56.060-07:00
user_738,0,1,0,0,0.0,0.0,2026-03-24T19:54:56.060-07:00
user_688,1,0,0,0,0.0,0.0,2026-03-18T17:52:56.060-07:00
user_136,2,0,0,0,0.0,0.0,2026-03-18T09:36:56.060-07:00
user_301,0,1,0,0,0.0,0.0,2026-03-18T19:25:56.060-07:00
user_422,1,0,0,0,0.0,0.0,2026-03-09T22:40:56.060-07:00
user_262,1,0,0,0,0.0,0.0,2026-03-02T04:15:56.060-08:00
user_78,1,0,0,0,0.0,0.0,2026-03-08T12:48:56.060-07:00
user_692,1,0,0,0,0.0,0.0,2026-03-25T00:20:56.060-07:00
user_364,1,0,0,0,0.0,0.0,2026-03-13T21:36:56.060-07:00
user_554,1,0,0,0,0.0,0.0,2026-03-05T23:52:56.060-08:00
user_87,1,0,0,0,0.0,0.0,2026-03-25T05:00:56.060-07:00
user_191,1,0,0,0,0.0,0.0,2026-03-28T19:56:56.060-07:00
user_272,1,0,0,0,0.0,0.0,2026-03-07T16:57:56.060-08:00
user_274,0,1,0,0,0.0,0.0,2026-03-06T16:04:56.060-08:00
user_962,1,0,0,0,0.0,0.0,2026-03-03T05:44:56.060-08:00
user_324,2,0,0,0,0.0,0.0,2026-03-11T01:06:56.060-07:00
user_749,0,1,0,0,0.0,0.0,2026-03-23T21:34:56.060-07:00
user_109,1,0,0,0,0.0,0.0,2026-03-15T07:58:56.060-07:00
user_874,1,0,0,0,0.0,0.0,2026-03-08T21:57:56.060-07:00
user_963,0,2,0,0,0.0,0.0,2026-03-10T17:12:56.060-07:00
user_635,2,0,0,0,0.0,0.0,2026-03-20T19:54:56.060-07:00
user_449,1,0,0,0,0.0,0.0,2026-03-15T12:25:56.060-07:00
user_594,1,0,0,0,0.0,0.0,2026-03-31T13:06:56.060-07:00
user_940,1,0,0,0,0.0,0.0,2026-03-22T12:34:56.060-07:00
user_651,1,0,0,0,0.0,0.0,2026-03-15T12:04:56.060-07:00
user_465,1,0,0,0,0.0,0.0,2026-03-13T17:41:56.060-07:00
user_217,1,0,0,0,0.0,0.0,2026-03-10T21:42:56.060-07:00
user_349,0,1,0,0,0.0,0.0,2026-03-08T19:49:56.060-07:00
user_624,1,0,0,0,0.0,0.0,2026-03-09T12:55:56.060-07:00
user_374,1,0,0,0,0.0,0.0,2026-03-18T00:49:56.060-07:00
user_244,1,0,0,0,0.0,0.0,2026-03-23T20:12:56.060-07:00
user_61,0,1,0,0,0.0,0.0,2026-03-04T19:37:56.060-08:00
user_948,0,1,0,0,0.0,0.0,2026-03-09T03:29:56.060-07:00
user_681,2,0,0,0,0.0,0.0,2026-03-30T02:39:56.060-07:00
user_405,1,0,0,0,0.0,0.0,2026-03-13T18:51:56.060-07:00
user_474,1,0,0,0,0.0,0.0,2026-03-14T00:51:56.060-07:00
